Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption Comb (L/100 km),CO2 Emissions(g/km),Model_consumption,Cluster
29,4,0,2.0,4,7,3,8.3,194,1,0
29,5,10,2.0,4,4,3,8.9,209,1,0
29,5,10,2.0,4,4,3,8.6,201,1,0
29,9,2,2.0,4,4,3,8.6,203,1,0
29,12,2,3.0,6,4,3,9.4,221,1,1
29,264,11,2.0,4,7,3,8.6,202,1,0
29,264,11,2.0,4,7,3,8.7,205,1,0
29,264,11,2.0,4,4,3,9.0,212,1,0
29,5,11,2.0,4,4,3,9.0,212,1,0
29,264,12,2.0,4,4,3,10.2,238,1,0
29,264,12,3.0,6,4,3,10.8,252,1,1
29,127,12,3.0,6,4,3,10.8,252,1,1
29,264,12,3.0,6,4,3,11.3,266,1,1
29,264,12,4.0,8,4,3,14.6,344,1,2
29,264,12,4.0,8,4,3,15.6,364,1,2
29,14,1,3.0,6,4,3,9.7,226,1,1
29,21,1,4.0,8,4,3,11.0,260,1,1
29,175,1,4.0,8,4,3,11.3,266,1,1
29,175,1,6.0,12,4,3,16.1,379,1,2
30,94,10,1.5,3,22,3,7.5,176,0,0
30,94,10,1.5,3,22,3,7.5,176,0,0
30,65,3,1.5,3,22,3,7.5,176,0,0
30,94,10,2.0,4,22,3,8.8,205,0,0
30,94,10,2.0,4,22,3,8.8,205,0,0
30,94,10,2.0,4,13,3,8.0,186,0,0
30,94,10,2.0,4,22,3,9.2,215,0,0
30,149,3,2.0,4,13,3,8.5,197,0,0
32,33,2,2.5,4,20,2,8.1,191,1,0
32,34,12,5.6,8,12,3,15.4,363,1,2
32,118,6,3.8,6,14,2,11.9,281,1,1
32,204,11,3.5,6,14,2,10.6,248,1,1
32,204,12,3.5,6,14,3,11.1,260,1,1
32,244,2,2.0,4,15,2,6.6,156,0,0
32,244,2,2.0,4,15,2,6.8,161,0,0
32,244,2,2.0,4,22,2,8.0,189,0,0
32,244,2,2.0,4,22,2,8.2,194,0,0
32,319,13,3.0,6,14,3,10.6,250,0,1
32,190,13,3.0,6,14,3,12.2,287,0,1
33,23,13,2.0,4,22,3,10.9,254,0,0
33,23,13,2.0,4,22,3,10.9,254,0,0
33,23,13,4.0,6,6,3,14.4,338,0,1
33,28,3,3.0,6,7,3,11.4,276,0,1
33,28,3,3.0,6,23,3,11.8,275,0,1
33,28,3,3.0,6,7,3,12.5,293,0,1
33,28,13,4.0,6,6,3,15.1,355,0,1
33,28,13,4.0,6,22,3,15.3,356,0,1
33,28,13,4.0,6,6,3,15.1,354,0,1
33,28,13,4.0,6,6,3,15.1,355,0,1
33,28,13,4.0,6,22,3,15.3,356,0,1
33,28,3,3.0,6,7,3,12.3,286,0,1
33,28,3,3.7,6,7,3,14.2,332,0,1
33,28,3,3.7,6,7,3,14.5,339,0,1
33,28,3,3.7,6,7,3,14.4,345,0,1
33,28,3,3.7,6,7,3,14.5,341,0,1
33,53,12,3.0,6,13,3,12.2,291,0,1
33,53,12,3.0,6,13,3,12.2,291,0,1
33,53,12,4.0,8,13,3,13.5,324,0,2
33,53,12,4.0,8,13,3,13.6,324,0,2
33,53,12,4.0,8,13,3,13.8,324,0,2
33,171,11,2.0,4,6,3,11.0,259,0,0
34,0,6,5.7,8,3,2,13.8,325,0,2
35,78,8,6.7,12,13,3,16.7,390,0,2
35,44,8,6.7,12,13,3,16.7,390,0,2
36,72,11,2.0,4,20,2,8.0,188,1,0
36,72,11,2.5,4,20,2,8.1,190,1,0
36,72,11,2.5,4,20,2,8.8,206,1,0
36,116,11,2.5,4,20,2,8.2,192,1,0
36,144,9,2.0,4,20,2,8.0,185,1,0
36,144,9,2.5,4,20,2,8.2,190,1,0
36,154,2,2.4,4,20,2,9.0,209,1,0
37,50,2,3.5,6,13,2,9.2,215,0,1
37,67,11,2.0,4,17,2,7.4,172,0,0
37,67,11,2.0,4,17,2,7.8,183,1,0
37,130,3,2.4,4,11,3,9.7,227,0,0
37,130,3,2.4,4,22,3,10.6,249,0,0
37,138,12,2.4,4,13,2,10.7,249,1,0
37,138,12,2.4,4,13,2,10.0,236,1,0
37,138,12,2.5,4,18,2,7.0,161,-1,0
37,138,12,2.5,4,18,2,7.0,161,-1,0
37,138,12,2.4,4,11,2,8.8,206,-1,0
37,138,11,2.4,4,13,2,9.9,232,1,0
37,153,12,2.4,4,13,3,10.1,236,0,0
37,222,11,2.5,4,15,2,6.0,139,-1,0
37,222,11,2.5,4,15,2,6.4,149,-1,0
37,246,4,2.5,4,15,2,6.6,153,0,0
37,267,5,2.4,4,13,2,11.2,264,1,0
37,267,5,2.4,4,13,2,11.4,269,1,0
37,267,5,2.4,4,22,2,11.9,279,1,0
37,267,6,2.4,4,13,2,10.3,241,-1,0
37,267,6,2.4,4,13,2,10.0,235,-1,0
37,285,6,3.4,6,9,2,12.0,283,0,1
38,37,11,2.0,4,13,2,10.8,253,1,0
38,37,11,2.0,4,13,2,11.2,262,1,0
38,37,11,2.0,4,13,2,11.5,270,1,0
38,37,11,2.0,4,13,2,10.8,253,1,0
38,128,0,2.0,4,6,2,8.8,204,0,0
38,128,0,2.0,4,22,2,8.7,203,0,0
38,128,0,2.0,4,6,3,9.3,217,0,0
38,148,0,1.5,4,13,2,6.9,162,0,0
38,148,0,1.5,4,13,2,7.1,168,0,0
38,148,0,2.0,4,22,2,8.4,198,0,0
38,269,11,1.5,4,13,2,7.5,178,0,0
38,269,11,1.5,4,6,2,8.8,208,1,0
38,273,11,2.0,4,13,2,9.7,228,1,0
39,41,0,2.0,4,13,3,8.4,196,1,0
39,42,2,2.0,4,13,3,9.2,216,1,0
39,41,9,2.0,4,13,3,8.9,207,1,0
39,42,8,2.0,4,13,3,9.5,223,1,0
39,41,11,2.0,4,13,3,9.0,210,1,0
39,41,11,2.0,4,13,3,9.6,226,1,0
39,42,12,2.0,4,13,3,9.8,230,1,0
